freq_hz,diff_nette_dB
4608.398,-0.0500
4609.863,-0.0618
4611.328,-0.0783
4612.793,-0.0672
4614.258,-0.0714
4615.723,-0.0702
4617.188,-0.0876
4618.652,-0.1072
4620.117,-0.0972
4621.582,-0.0999
4623.047,-0.1408
4624.512,-0.1235
4625.977,-0.0850
4627.441,-0.0740
4628.906,-0.0526
4630.371,-0.0669
4631.836,-0.0732
4633.301,-0.0789
4634.766,-0.1000
4636.230,-0.0948
4637.695,-0.0728
4639.160,-0.0766
4640.625,-0.1036
4642.090,-0.1179
4643.555,-0.0920
4645.020,-0.0641
4646.484,-0.0785
4647.949,-0.1083
4649.414,-0.0717
4650.879,-0.0916
4652.344,-0.0855
4653.809,-0.1088
4655.273,-0.0608
4656.738,-0.0991
4658.203,-0.0972
4659.668,-0.0579
4661.133,-0.0691
4662.598,-0.1038
4664.062,-0.0806
4665.527,-0.0519
4666.992,-0.0571
4668.457,-0.0687
4669.922,-0.0637
4671.387,-0.0927
4672.852,-0.0867
4674.316,-0.1014
4675.781,-0.1214
4677.246,-0.0735
4678.711,-0.0968
4680.176,-0.0868
4681.641,-0.1066
4683.105,-0.0919
4684.570,-0.0889
4686.035,-0.0666
4687.500,-0.0631
4688.965,-0.0978
4690.430,-0.0851
4691.895,-0.0610
4693.359,-0.0300
4694.824,-0.0581
4696.289,-0.1258
4697.754,-0.1218
4699.219,-0.0460
4700.684,-0.0737
4702.148,-0.0994
4703.613,-0.1270
4705.078,-0.0609
4706.543,-0.0593
4708.008,-0.0842
4709.473,-0.0861
4710.938,-0.0640
4712.402,-0.0605
4713.867,-0.0702
4715.332,-0.0783
4716.797,-0.0933
4718.262,-0.0734
4719.727,-0.1246
4721.191,-0.0998
4722.656,-0.0543
4724.121,-0.0472
4725.586,-0.0273
4727.051,-0.0817
4728.516,-0.1219
4729.980,-0.0386
4731.445,-0.0812
4732.910,-0.0783
4734.375,-0.0923
4735.840,-0.0553
4737.305,-0.0787
4738.770,-0.0827
4740.234,-0.0884
4741.699,-0.0895
4743.164,-0.0764
4744.629,-0.0516
4746.094,-0.1155
4747.559,-0.1139
4749.023,-0.0784
4750.488,-0.0618
4751.953,-0.1042
4753.418,-0.0532
4754.883,-0.0646
4756.348,-0.0695
4757.812,-0.0776
4759.277,-0.0794
4760.742,-0.1008
4762.207,-0.0927
4763.672,-0.0881
4765.137,-0.1041
4766.602,-0.0918
4768.066,-0.0435
4769.531,-0.0471
4770.996,-0.0820
4772.461,-0.1192
4773.926,-0.0835
4775.391,-0.0751
4776.855,-0.0728
4778.320,-0.1011
4779.785,-0.0869
4781.250,-0.0871
4782.715,-0.0463
4784.180,-0.0562
4785.645,-0.0897
4787.109,-0.1220
4788.574,-0.1017
4790.039,-0.1089
4791.504,-0.0847
4792.969,-0.1025
4794.434,-0.0675
4795.898,-0.0598
4797.363,-0.0490
4798.828,-0.0814
4800.293,-0.1111
4801.758,-0.0696
4803.223,-0.0687
4804.688,-0.0851
4806.152,-0.0993
4807.617,-0.0876
4809.082,-0.0551
4810.547,-0.0478
4812.012,-0.0595
4813.477,-0.0814
4814.941,-0.0682
4816.406,-0.0595
4817.871,-0.0705
4819.336,-0.0710
4820.801,-0.0736
4822.266,-0.0553
4823.730,-0.0806
4825.195,-0.0560
4826.660,-0.0523
4828.125,-0.0927
4829.590,-0.0717
4831.055,-0.0554
4832.520,-0.0990
4833.984,-0.1110
4835.449,-0.0897
4836.914,-0.0850
4838.379,-0.0636
4839.844,-0.0520
4841.309,-0.0511
4842.773,-0.0733
4844.238,-0.0662
4845.703,-0.0855
4847.168,-0.1061
4848.633,-0.0782
4850.098,-0.0589
4851.562,-0.0656
4853.027,-0.0895
4854.492,-0.0768
4855.957,-0.0577
4857.422,-0.0601
4858.887,-0.0641
4860.352,-0.0666
4861.816,-0.0849
4863.281,-0.0944
4864.746,-0.1047
4866.211,-0.1026
4867.676,-0.0866
4869.141,-0.0875
4870.605,-0.0799
4872.070,-0.0553
4873.535,-0.0490
4875.000,-0.0661
4876.465,-0.0807
4877.930,-0.0934
4879.395,-0.1073
4880.859,-0.1191
4882.324,-0.1091
4883.789,-0.0713
4885.254,-0.0626
4886.719,-0.0833
4888.184,-0.0804
4889.648,-0.0756
4891.113,-0.0731
4892.578,-0.0617
4894.043,-0.0810
4895.508,-0.1037
4896.973,-0.1029
4898.438,-0.0878
4899.902,-0.0658
4901.367,-0.0574
4902.832,-0.0544
4904.297,-0.0551
4905.762,-0.0610
4907.227,-0.0610
4908.691,-0.0598
4910.156,-0.0669
4911.621,-0.0793
4913.086,-0.0985
4914.551,-0.1058
4916.016,-0.0906
4917.480,-0.0840
4918.945,-0.0926
4920.410,-0.1062
4921.875,-0.1060
4923.340,-0.0884
4924.805,-0.0786
4926.270,-0.0680
4927.734,-0.0574
4929.199,-0.0792
4930.664,-0.0785
4932.129,-0.0533
4933.594,-0.0585
4935.059,-0.0657
4936.523,-0.0658
4937.988,-0.0694
4939.453,-0.0686
4940.918,-0.0584
4942.383,-0.0656
4943.848,-0.0792
4945.312,-0.0910
4946.777,-0.1040
4948.242,-0.0728
4949.707,-0.0473
4951.172,-0.0672
4952.637,-0.0770
4954.102,-0.0489
4955.566,-0.0552
4957.031,-0.0803
4958.496,-0.0698
4959.961,-0.0780
4961.426,-0.0797
4962.891,-0.0735
4964.355,-0.0663
4965.820,-0.0807
4967.285,-0.0963
4968.750,-0.0857
4970.215,-0.0590
4971.680,-0.0549
4973.145,-0.0806
4974.609,-0.0990
4976.074,-0.0686
4977.539,-0.0641
4979.004,-0.0746
4980.469,-0.0642
4981.934,-0.0666
4983.398,-0.1013
4984.863,-0.1034
4986.328,-0.0867
4987.793,-0.0735
4989.258,-0.0559
4990.723,-0.0544
4992.188,-0.0674
4993.652,-0.0731
4995.117,-0.0902
4996.582,-0.0756
4998.047,-0.0429
4999.512,-0.0605
5000.977,-0.0740
5002.441,-0.0737
5003.906,-0.0783
5005.371,-0.0698
5006.836,-0.0532
5008.301,-0.0696
5009.766,-0.0978
5011.230,-0.0895
5012.695,-0.0648
5014.160,-0.0716
5015.625,-0.0682
5017.090,-0.0624
5018.555,-0.0492
5020.020,-0.0479
5021.484,-0.0534
5022.949,-0.0351
5024.414,-0.0771
5025.879,-0.0971
5027.344,-0.0712
5028.809,-0.0468
5030.273,-0.0553
5031.738,-0.0390
5033.203,-0.1016
5034.668,-0.0821
5036.133,-0.0879
5037.598,-0.0857
5039.062,-0.0628
5040.527,-0.0728
5041.992,-0.0854
5043.457,-0.0742
5044.922,-0.0896
5046.387,-0.0960
5047.852,-0.1169
5049.316,-0.1007
5050.781,-0.0846
5052.246,-0.0583
5053.711,-0.0778
5055.176,-0.0701
5056.641,-0.0734
5058.105,-0.0993
5059.570,-0.0736
5061.035,-0.0922
5062.500,-0.0573
5063.965,-0.0827
5065.430,-0.0784
5066.895,-0.0959
5068.359,-0.1108
5069.824,-0.0500
5071.289,-0.0778
5072.754,-0.0410
5074.219,-0.0663
5075.684,-0.0791
5077.148,-0.0784
5078.613,-0.0185
5080.078,-0.0687
5081.543,-0.0773
5083.008,-0.0678
5084.473,-0.0542
5085.938,-0.0639
5087.402,-0.0664
5088.867,-0.0784
5090.332,-0.0900
5091.797,-0.0246
5093.262,-0.0346
5094.727,-0.1020
5096.191,-0.0800
5097.656,-0.0852
5099.121,-0.0510
5100.586,-0.0607
5102.051,-0.0864
5103.516,-0.0305
5104.980,-0.0811
5106.445,-0.0511
5107.910,-0.0883
5109.375,-0.0790
5110.840,-0.0610
5112.305,-0.0704
5113.770,-0.1075
5115.234,-0.1211
5116.699,-0.0963
5118.164,-0.0973
5119.629,-0.1087
5121.094,-0.0576
5122.559,-0.0634
5124.023,-0.0522
5125.488,-0.0650
5126.953,-0.1022
5128.418,-0.1028
5129.883,-0.1034
5131.348,-0.0735
5132.812,-0.0462
5134.277,-0.0827
5135.742,-0.0620
5137.207,-0.1036
5138.672,-0.0639
5140.137,-0.0766
5141.602,-0.0334
5143.066,-0.0420
5144.531,-0.0986
5145.996,-0.0859
5147.461,-0.0400
5148.926,-0.0884
5150.391,-0.0621
5151.855,-0.0049
5153.320,-0.0739
5154.785,-0.1449
5156.250,-0.0540
5157.715,-0.0666
5159.180,-0.0596
5160.645,-0.0442
5162.109,-0.0245
5163.574,-0.0911
5165.039,-0.1027
5166.504,-0.0865
5167.969,-0.0581
5169.434,-0.0701
5170.898,-0.0764
5172.363,-0.0516
5173.828,-0.0812
5175.293,-0.1267
5176.758,-0.0826
5178.223,-0.0501
5179.688,-0.0713
5181.152,-0.1138
5182.617,-0.0852
5184.082,-0.0866
5185.547,-0.0620
5187.012,-0.0764
5188.477,-0.0982
5189.941,-0.0646
5191.406,-0.0427
5192.871,-0.0526
5194.336,-0.0776
5195.801,-0.0928
5197.266,-0.1029
5198.730,-0.0892
5200.195,-0.0790
5201.660,-0.0751
5203.125,-0.0762
5204.590,-0.0534
5206.055,-0.0569
5207.520,-0.0641
5208.984,-0.0896
5210.449,-0.0875
5211.914,-0.1004
5213.379,-0.0969
5214.844,-0.1087
5216.309,-0.0827
5217.773,-0.0529
5219.238,-0.0540
5220.703,-0.0620
5222.168,-0.0829
5223.633,-0.0847
5225.098,-0.1271
5226.562,-0.0771
5228.027,-0.0609
5229.492,-0.0960
5230.957,-0.1031
5232.422,-0.0875
5233.887,-0.0753
5235.352,-0.0687
5236.816,-0.1060
5238.281,-0.1006
5239.746,-0.0599
5241.211,-0.0502
5242.676,-0.0774
5244.141,-0.0861
5245.605,-0.0515
5247.070,-0.0691
5248.535,-0.0797
5250.000,-0.0847
5251.465,-0.0749
5252.930,-0.0878
5254.395,-0.0971
5255.859,-0.0620
5257.324,-0.0690
5258.789,-0.0852
5260.254,-0.0736
5261.719,-0.0771
5263.184,-0.0837
5264.648,-0.0716
5266.113,-0.0694
5267.578,-0.0654
5269.043,-0.0663
5270.508,-0.0882
5271.973,-0.1105
5273.438,-0.1069
5274.902,-0.0662
5276.367,-0.0319
5277.832,-0.0306
5279.297,-0.0399
5280.762,-0.0617
5282.227,-0.0905
5283.691,-0.0962
5285.156,-0.0795
5286.621,-0.0764
5288.086,-0.0798
5289.551,-0.0844
5291.016,-0.0878
5292.480,-0.0879
5293.945,-0.0626
5295.410,-0.0369
5296.875,-0.0558
5298.340,-0.0848
5299.805,-0.0917
5301.270,-0.0910
5302.734,-0.0888
5304.199,-0.0806
5305.664,-0.0895
5307.129,-0.0886
5308.594,-0.0689
5310.059,-0.0731
5311.523,-0.0913
5312.988,-0.0787
5314.453,-0.0686
5315.918,-0.0702
5317.383,-0.0687
5318.848,-0.0772
5320.312,-0.0646
5321.777,-0.0622
5323.242,-0.0805
5324.707,-0.0842
5326.172,-0.0868
5327.637,-0.0865
5329.102,-0.0822
5330.566,-0.0736
5332.031,-0.0743
5333.496,-0.0863
5334.961,-0.0844
5336.426,-0.0728
5337.891,-0.0744
5339.355,-0.0745
5340.820,-0.0700
5342.285,-0.0754
5343.750,-0.0736
5345.215,-0.0655
5346.680,-0.0726
5348.145,-0.0852
5349.609,-0.0833
5351.074,-0.0835
5352.539,-0.0888
5354.004,-0.0878
5355.469,-0.0809
5356.934,-0.0730
5358.398,-0.0650
5359.863,-0.0856
5361.328,-0.0850
5362.793,-0.0686
5364.258,-0.0855
5365.723,-0.1051
5367.188,-0.1083
5368.652,-0.0849
5370.117,-0.0719
5371.582,-0.0688
5373.047,-0.0544
5374.512,-0.0588
5375.977,-0.0717
5377.441,-0.0790
5378.906,-0.0787
5380.371,-0.0846
5381.836,-0.1013
5383.301,-0.0799
5384.766,-0.0845
5386.230,-0.0787
5387.695,-0.0627
5389.160,-0.0876
5390.625,-0.0919
5392.090,-0.0728
5393.555,-0.0845
5395.020,-0.0888
5396.484,-0.0776
5397.949,-0.0689
5399.414,-0.0766
5400.879,-0.0719
5402.344,-0.0884
5403.809,-0.1098
5405.273,-0.0771
5406.738,-0.0865
5408.203,-0.1020
5409.668,-0.0785
5411.133,-0.0710
5412.598,-0.0903
5414.062,-0.0907
5415.527,-0.0982
5416.992,-0.0855
5418.457,-0.1023
5419.922,-0.0925
5421.387,-0.0893
5422.852,-0.0930
5424.316,-0.0833
5425.781,-0.0829
5427.246,-0.1056
5428.711,-0.1197
5430.176,-0.1186
5431.641,-0.1063
5433.105,-0.0710
5434.570,-0.0818
5436.035,-0.0550
5437.500,-0.0636
5438.965,-0.0665
5440.430,-0.0961
5441.895,-0.0781
5443.359,-0.0898
5444.824,-0.0947
5446.289,-0.0512
5447.754,-0.0616
5449.219,-0.0527
5450.684,-0.1178
5452.148,-0.1004
5453.613,-0.0813
5455.078,-0.0651
5456.543,-0.0524
5458.008,-0.0509
5459.473,-0.0452
5460.938,-0.0511
5462.402,-0.0578
5463.867,-0.0656
5465.332,-0.0956
5466.797,-0.0810
5468.262,-0.0591
5469.727,-0.0898
5471.191,-0.1405
5472.656,-0.1176
5474.121,-0.0546
5475.586,-0.0265
5477.051,-0.0448
5478.516,-0.0717
5479.980,-0.0451
5481.445,-0.1038
5482.910,-0.0636
5484.375,-0.1170
5485.840,-0.0939
5487.305,-0.0781
5488.770,-0.0859
5490.234,-0.0799
5491.699,-0.0941
5493.164,-0.0409
5494.629,-0.0963
5496.094,-0.0996
5497.559,-0.0560
5499.023,-0.0459
5500.488,-0.0697
5501.953,-0.0790
5503.418,-0.0550
5504.883,-0.1109
5506.348,-0.1102
5507.812,-0.0505
5509.277,-0.0785
5510.742,-0.0887
5512.207,-0.0824
5513.672,-0.0826
5515.137,-0.1037
5516.602,-0.0682
5518.066,-0.0447
5519.531,-0.0795
5520.996,-0.0660
5522.461,-0.0521
5523.926,-0.1039
5525.391,-0.0851
5526.855,-0.0898
5528.320,-0.0395
5529.785,-0.0450
5531.250,-0.0933
5532.715,-0.0680
5534.180,-0.0321
5535.645,-0.0802
5537.109,-0.0793
5538.574,-0.0519
5540.039,-0.1040
5541.504,-0.0902
5542.969,-0.0763
5544.434,-0.0614
5545.898,-0.0941
5547.363,-0.0860
5548.828,-0.0792
5550.293,-0.1078
5551.758,-0.0780
5553.223,-0.0639
5554.688,-0.0596
5556.152,-0.0921
5557.617,-0.0369
5559.082,-0.0456
5560.547,-0.0778
5562.012,-0.0803
5563.477,-0.0491
5564.941,-0.0661
5566.406,-0.0725
5567.871,-0.1176
5569.336,-0.0931
5570.801,-0.0296
5572.266,-0.0745
5573.730,-0.0653
5575.195,-0.0455
5576.660,-0.0871
5578.125,-0.1091
5579.590,-0.0874
5581.055,-0.1131
5582.520,-0.1159
5583.984,-0.0947
5585.449,-0.0753
5586.914,-0.0714
5588.379,-0.0611
5589.844,-0.0470
5591.309,-0.0515
5592.773,-0.0741
5594.238,-0.0940
5595.703,-0.0843
5597.168,-0.1263
5598.633,-0.0923
5600.098,-0.0742
5601.562,-0.0878
5603.027,-0.0169
5604.492,-0.0354
5605.957,-0.0814
5607.422,-0.0386
5608.887,-0.0568
5610.352,-0.0551
5611.816,-0.0904
5613.281,-0.1012
5614.746,-0.0718
5616.211,-0.0556
5617.676,-0.0673
5619.141,-0.0500
5620.605,-0.0719
5622.070,-0.0857
5623.535,-0.1006
5625.000,-0.0824
5626.465,-0.0953
5627.930,-0.0943
5629.395,-0.0842
5630.859,-0.1016
5632.324,-0.0840
5633.789,-0.0997
5635.254,-0.1080
5636.719,-0.0624
5638.184,-0.0505
5639.648,-0.0756
5641.113,-0.0907
5642.578,-0.0669
5644.043,-0.1089
5645.508,-0.0970
5646.973,-0.0603
5648.438,-0.0592
5649.902,-0.0688
5651.367,-0.0692
5652.832,-0.0659
5654.297,-0.0543
5655.762,-0.0945
5657.227,-0.1115
5658.691,-0.0806
5660.156,-0.1255
5661.621,-0.0805
5663.086,-0.0370
5664.551,-0.0614
5666.016,-0.0672
5667.480,-0.0869
5668.945,-0.0870
5670.410,-0.0601
5671.875,-0.0492
5673.340,-0.0651
5674.805,-0.0762
5676.270,-0.1051
5677.734,-0.1039
5679.199,-0.0745
5680.664,-0.0888
5682.129,-0.1145
5683.594,-0.1194
5685.059,-0.1022
5686.523,-0.0840
5687.988,-0.0815
5689.453,-0.0759
5690.918,-0.0755
5692.383,-0.0830
5693.848,-0.0897
5695.312,-0.0665
5696.777,-0.0597
5698.242,-0.0701
5699.707,-0.1098
5701.172,-0.1086
5702.637,-0.0844
5704.102,-0.1091
5705.566,-0.0888
5707.031,-0.0703
5708.496,-0.0741
5709.961,-0.0903
5711.426,-0.0991
5712.891,-0.0800
5714.355,-0.0759
5715.820,-0.0749
5717.285,-0.0651
5718.750,-0.0795
5720.215,-0.0896
5721.680,-0.0996
5723.145,-0.1052
5724.609,-0.0657
5726.074,-0.0569
5727.539,-0.1020
5729.004,-0.1109
5730.469,-0.0775
5731.934,-0.0627
5733.398,-0.0612
5734.863,-0.0556
5736.328,-0.0513
5737.793,-0.0666
5739.258,-0.0616
5740.723,-0.0493
5742.188,-0.0707
5743.652,-0.0825
5745.117,-0.0792
5746.582,-0.0772
5748.047,-0.0623
5749.512,-0.0592
5750.977,-0.0807
5752.441,-0.0953
5753.906,-0.0596
5755.371,-0.0258
5756.836,-0.0489
5758.301,-0.0746
5759.766,-0.0686
5761.230,-0.0559
5762.695,-0.0629
5764.160,-0.0874
5765.625,-0.0746
5767.090,-0.0468
5768.555,-0.0783
5770.020,-0.1060
5771.484,-0.0879
5772.949,-0.0677
5774.414,-0.0488
5775.879,-0.0393
5777.344,-0.0467
5778.809,-0.0714
5780.273,-0.0900
5781.738,-0.0782
5783.203,-0.0742
5784.668,-0.0862
5786.133,-0.0878
5787.598,-0.0902
5789.062,-0.0918
5790.527,-0.0969
5791.992,-0.0961
5793.457,-0.0854
5794.922,-0.1004
5796.387,-0.1076
5797.852,-0.0708
5799.316,-0.0708
5800.781,-0.1052
5802.246,-0.0959
5803.711,-0.0880
5805.176,-0.1010
5806.641,-0.0944
5808.105,-0.0586
5809.570,-0.0447
5811.035,-0.0538
5812.500,-0.0476
5813.965,-0.0430
5815.430,-0.0747
5816.895,-0.0878
5818.359,-0.0614
5819.824,-0.0549
5821.289,-0.0443
5822.754,-0.0544
5824.219,-0.1048
5825.684,-0.1152
5827.148,-0.0834
5828.613,-0.0421
5830.078,-0.0505
5831.543,-0.0739
5833.008,-0.0805
5834.473,-0.0661
5835.938,-0.0509
5837.402,-0.0731
5838.867,-0.0831
5840.332,-0.0681
5841.797,-0.0642
5843.262,-0.0744
5844.727,-0.0912
5846.191,-0.1088
5847.656,-0.0901
5849.121,-0.0816
5850.586,-0.0968
5852.051,-0.0971
5853.516,-0.0815
5854.980,-0.0972
5856.445,-0.0831
5857.910,-0.0406
5859.375,-0.0462
5860.840,-0.0434
5862.305,-0.0325
5863.770,-0.0712
5865.234,-0.1076
5866.699,-0.0875
5868.164,-0.0693
5869.629,-0.1101
5871.094,-0.0984
5872.559,-0.0665
5874.023,-0.0583
5875.488,-0.0628
5876.953,-0.0532
5878.418,-0.0736
5879.883,-0.0906
5881.348,-0.0598
5882.812,-0.0500
5884.277,-0.0553
5885.742,-0.0894
5887.207,-0.1062
5888.672,-0.0780
5890.137,-0.0849
5891.602,-0.0678
5893.066,-0.0532
5894.531,-0.0672
5895.996,-0.0583
5897.461,-0.0882
5898.926,-0.0949
5900.391,-0.0716
5901.855,-0.0597
5903.320,-0.0891
5904.785,-0.0791
5906.250,-0.0347
5907.715,-0.0554
5909.180,-0.0933
5910.645,-0.1149
5912.109,-0.0797
5913.574,-0.0833
5915.039,-0.1302
5916.504,-0.0882
5917.969,-0.0403
5919.434,-0.0906
5920.898,-0.1149
5922.363,-0.1231
5923.828,-0.0793
5925.293,-0.0770
5926.758,-0.0416
5928.223,-0.0447
5929.688,-0.0737
5931.152,-0.0953
5932.617,-0.1103
5934.082,-0.1252
5935.547,-0.0820
5937.012,-0.1084
5938.477,-0.0835
5939.941,-0.0720
5941.406,-0.1067
5942.871,-0.0672
5944.336,-0.0362
5945.801,-0.0721
5947.266,-0.0830
5948.730,-0.1002
5950.195,-0.0764
5951.660,-0.0872
5953.125,-0.0664
5954.590,-0.0777
5956.055,-0.1011
5957.520,-0.0604
5958.984,-0.0501
5960.449,-0.0577
5961.914,-0.0754
5963.379,-0.0722
5964.844,-0.0785
5966.309,-0.0710
5967.773,-0.0894
5969.238,-0.0866
5970.703,-0.0824
5972.168,-0.0712
5973.633,-0.0761
5975.098,-0.1200
5976.562,-0.0774
5978.027,-0.0376
5979.492,-0.0901
5980.957,-0.0983
5982.422,-0.0442
5983.887,-0.0379
5985.352,-0.0702
5986.816,-0.0399
5988.281,-0.0790
5989.746,-0.0793
5991.211,-0.1047
5992.676,-0.0650
5994.141,-0.0575
5995.605,-0.0897
5997.070,-0.0585
5998.535,-0.0766
6000.000,-0.0760
6001.465,-0.1103
6002.930,-0.0090
6004.395,-0.0629
6005.859,-0.0571
6007.324,-0.0800
6008.789,-0.0903
6010.254,-0.0664
6011.719,-0.0745
6013.184,-0.0540
6014.648,-0.0631
6016.113,-0.0659
6017.578,-0.0606
6019.043,-0.0921
6020.508,-0.0651
6021.973,-0.0797
6023.438,-0.0744
6024.902,-0.0920
6026.367,-0.1135
6027.832,-0.0716
6029.297,-0.0770
6030.762,-0.0611
6032.227,-0.0584
6033.691,-0.0478
6035.156,-0.1072
6036.621,-0.1017
6038.086,-0.0331
6039.551,-0.0963
6041.016,-0.1106
6042.480,-0.0852
6043.945,-0.0720
6045.410,-0.0738
6046.875,-0.0496
6048.340,-0.0674
6049.805,-0.1103
6051.270,-0.1253
6052.734,-0.0399
6054.199,-0.0782
6055.664,-0.0760
6057.129,-0.1527
6058.594,-0.1057
6060.059,-0.1031
6061.523,-0.0791
6062.988,-0.0438
6064.453,-0.0560
6065.918,-0.0726
6067.383,-0.0876
6068.848,-0.0778
6070.312,-0.0503
6071.777,-0.0894
6073.242,-0.0638
6074.707,-0.0581
6076.172,-0.0219
6077.637,-0.0826
6079.102,-0.0831
6080.566,-0.0935
6082.031,-0.0722
6083.496,-0.0973
6084.961,-0.0495
6086.426,-0.0918
6087.891,-0.0611
6089.355,-0.0231
6090.820,-0.0471
6092.285,-0.0530
6093.750,-0.0601
6095.215,-0.0711
6096.680,-0.0422
6098.145,-0.0851
6099.609,-0.1021
6101.074,-0.1036
6102.539,-0.0486
6104.004,-0.0728
6105.469,-0.0942
6106.934,-0.0801
6108.398,-0.0744
6109.863,-0.1014
6111.328,-0.0684
6112.793,-0.0501
6114.258,-0.0834
6115.723,-0.0569
6117.188,-0.0329
6118.652,-0.0766
6120.117,-0.0532
6121.582,-0.0466
6123.047,-0.0497
6124.512,-0.0489
6125.977,-0.0631
6127.441,-0.0826
6128.906,-0.0597
6130.371,-0.0844
6131.836,-0.0998
6133.301,-0.0616
6134.766,-0.1124
6136.230,-0.1165
6137.695,-0.0209
6139.160,-0.0393
6140.625,-0.0814
6142.090,-0.0522
6143.555,-0.0664
6145.020,-0.0482
6146.484,-0.0631
6147.949,-0.0778
6149.414,-0.0894
6150.879,-0.1242
6152.344,-0.1147
6153.809,-0.0786
6155.273,-0.0785
6156.738,-0.0766
6158.203,-0.0556
6159.668,-0.0460
6161.133,-0.0569
6162.598,-0.0645
6164.062,-0.0364
6165.527,-0.0357
6166.992,-0.0590
6168.457,-0.0841
6169.922,-0.0789
6171.387,-0.0790
6172.852,-0.0829
6174.316,-0.0888
6175.781,-0.0736
6177.246,-0.0663
6178.711,-0.0757
6180.176,-0.0731
6181.641,-0.0541
6183.105,-0.0382
6184.570,-0.0482
6186.035,-0.0593
6187.500,-0.0765
6188.965,-0.0817
6190.430,-0.0840
6191.895,-0.0907
6193.359,-0.0756
6194.824,-0.0626
6196.289,-0.0600
6197.754,-0.0598
6199.219,-0.0597
6200.684,-0.0644
6202.148,-0.0769
6203.613,-0.0819
6205.078,-0.0589
6206.543,-0.0397
6208.008,-0.0560
6209.473,-0.0893
6210.938,-0.0941
6212.402,-0.0718
6213.867,-0.0875
6215.332,-0.0901
6216.797,-0.0579
6218.262,-0.0394
6219.727,-0.0343
6221.191,-0.0428
6222.656,-0.0456
6224.121,-0.0359
6225.586,-0.0421
6227.051,-0.0660
6228.516,-0.0616
6229.980,-0.0507
6231.445,-0.0672
6232.910,-0.0807
6234.375,-0.0693
6235.840,-0.0525
6237.305,-0.0446
6238.770,-0.0513
6240.234,-0.0652
6241.699,-0.0735
6243.164,-0.0951
6244.629,-0.0931
6246.094,-0.0783
6247.559,-0.0857
6249.023,-0.0939
6250.488,-0.0943
6251.953,-0.0779
6253.418,-0.0633
6254.883,-0.0591
6256.348,-0.0770
6257.812,-0.0992
6259.277,-0.0796
6260.742,-0.0532
6262.207,-0.0432
6263.672,-0.0470
6265.137,-0.0541
6266.602,-0.0635
6268.066,-0.0845
6269.531,-0.1041
6270.996,-0.0962
6272.461,-0.0584
6273.926,-0.0471
6275.391,-0.0665
6276.855,-0.0891
6278.320,-0.1009
6279.785,-0.0908
6281.250,-0.0950
6282.715,-0.0980
6284.180,-0.0716
6285.645,-0.0508
6287.109,-0.0555
6288.574,-0.0777
6290.039,-0.0944
6291.504,-0.0905
6292.969,-0.0858
6294.434,-0.0809
6295.898,-0.0709
6297.363,-0.0705
6298.828,-0.0617
6300.293,-0.0360
6301.758,-0.0392
6303.223,-0.0725
6304.688,-0.0824
6306.152,-0.0758
6307.617,-0.0756
6309.082,-0.0632
6310.547,-0.0730
6312.012,-0.0865
6313.477,-0.0620
6314.941,-0.0379
6316.406,-0.0413
6317.871,-0.0660
6319.336,-0.0991
6320.801,-0.0899
6322.266,-0.0613
6323.730,-0.0479
6325.195,-0.0509
6326.660,-0.0785
6328.125,-0.0835
6329.590,-0.0831
6331.055,-0.0796
6332.520,-0.0419
6333.984,-0.0395
6335.449,-0.0763
6336.914,-0.0910
6338.379,-0.0721
6339.844,-0.0668
6341.309,-0.0657
6342.773,-0.0475
6344.238,-0.0671
6345.703,-0.0736
6347.168,-0.0651
6348.633,-0.0685
6350.098,-0.0725
6351.562,-0.0656
6353.027,-0.0768
6354.492,-0.0758
6355.957,-0.0783
6357.422,-0.0827
6358.887,-0.0864
6360.352,-0.0729
6361.816,-0.0553
6363.281,-0.0556
6364.746,-0.0803
6366.211,-0.0640
6367.676,-0.0666
6369.141,-0.0958
6370.605,-0.1068
6372.070,-0.0937
6373.535,-0.0836
6375.000,-0.0687
6376.465,-0.0443
6377.930,-0.0467
6379.395,-0.0718
6380.859,-0.0726
6382.324,-0.0860
6383.789,-0.1008
6385.254,-0.0887
6386.719,-0.0752
6388.184,-0.0467
6389.648,-0.0591
6391.113,-0.0849
6392.578,-0.0868
6394.043,-0.0643
6395.508,-0.0577
6396.973,-0.0586
6398.438,-0.0861
6399.902,-0.0801
6401.367,-0.0303
6402.832,-0.0646
6404.297,-0.1057
6405.762,-0.0851
6407.227,-0.0664
6408.691,-0.0604
6410.156,-0.0381
6411.621,-0.0901
6413.086,-0.1113
6414.551,-0.0929
6416.016,-0.0578
6417.480,-0.0088
6418.945,-0.0323
6420.410,-0.0607
6421.875,-0.0359
6423.340,-0.0693
6424.805,-0.0633
6426.270,-0.0362
6427.734,-0.0476
6429.199,-0.0959
6430.664,-0.0887
6432.129,-0.0997
6433.594,-0.0892
6435.059,-0.0784
6436.523,-0.0423
6437.988,-0.0640
6439.453,-0.1093
6440.918,-0.0731
6442.383,-0.0556
6443.848,-0.1032
6445.312,-0.0789
6446.777,-0.1197
6448.242,-0.0928
6449.707,-0.1075
6451.172,-0.0776
6452.637,-0.0577
6454.102,-0.0493
6455.566,-0.0427
6457.031,-0.0630
6458.496,-0.0844
6459.961,-0.0881
6461.426,-0.0774
6462.891,-0.0827
6464.355,-0.0499
6465.820,-0.0534
6467.285,-0.0704
6468.750,-0.0708
