freq_hz,gain_dB,coherence
4753.418,-10.7271,0.9999
4754.883,-10.7267,0.9999
4756.348,-10.7264,0.9999
4757.812,-10.7260,0.9999
4759.277,-10.7255,0.9999
4760.742,-10.7253,0.9999
4762.207,-10.7250,0.9999
4763.672,-10.7246,0.9999
4765.137,-10.7244,0.9999
4766.602,-10.7241,0.9999
4768.066,-10.7239,0.9999
4769.531,-10.7238,0.9999
4770.996,-10.7237,0.9999
4772.461,-10.7234,0.9999
4773.926,-10.7233,1.0000
4775.391,-10.7232,1.0000
4776.855,-10.7232,1.0000
4778.320,-10.7231,1.0000
4779.785,-10.7231,1.0000
4781.250,-10.7230,1.0000
4782.715,-10.7230,1.0000
4784.180,-10.7230,1.0000
4785.645,-10.7230,1.0000
4787.109,-10.7231,1.0000
4788.574,-10.7232,1.0000
4790.039,-10.7233,1.0000
4791.504,-10.7234,1.0000
4792.969,-10.7236,1.0000
4794.434,-10.7236,1.0000
4795.898,-10.7237,1.0000
4797.363,-10.7239,1.0000
4798.828,-10.7241,1.0000
4800.293,-10.7244,1.0000
4801.758,-10.7245,1.0000
4803.223,-10.7247,1.0000
4804.688,-10.7249,1.0000
4806.152,-10.7251,1.0000
4807.617,-10.7254,1.0000
4809.082,-10.7256,1.0000
4810.547,-10.7259,1.0000
4812.012,-10.7262,1.0000
4813.477,-10.7264,1.0000
4814.941,-10.7267,1.0000
4816.406,-10.7271,1.0000
4817.871,-10.7274,1.0000
4819.336,-10.7277,1.0000
4820.801,-10.7280,1.0000
4822.266,-10.7283,1.0000
4823.730,-10.7287,1.0000
4825.195,-10.7291,1.0000
4826.660,-10.7295,1.0000
4828.125,-10.7298,1.0000
4829.590,-10.7302,1.0000
4831.055,-10.7305,1.0000
4832.520,-10.7308,1.0000
4833.984,-10.7312,1.0000
4835.449,-10.7317,1.0000
4836.914,-10.7320,1.0000
4838.379,-10.7324,1.0000
4839.844,-10.7329,1.0000
4841.309,-10.7333,1.0000
4842.773,-10.7336,1.0000
4844.238,-10.7340,1.0000
4845.703,-10.7345,1.0000
4847.168,-10.7349,1.0000
4848.633,-10.7353,1.0000
4850.098,-10.7358,1.0000
4851.562,-10.7361,1.0000
4853.027,-10.7365,1.0000
4854.492,-10.7369,1.0000
4855.957,-10.7374,1.0000
4857.422,-10.7378,1.0000
4858.887,-10.7383,1.0000
4860.352,-10.7387,1.0000
4861.816,-10.7392,1.0000
4863.281,-10.7396,1.0000
4864.746,-10.7400,1.0000
4866.211,-10.7405,1.0000
4867.676,-10.7409,1.0000
4869.141,-10.7413,1.0000
4870.605,-10.7417,1.0000
4872.070,-10.7422,1.0000
4873.535,-10.7427,1.0000
4875.000,-10.7431,1.0000
4876.465,-10.7435,1.0000
4877.930,-10.7440,1.0000
4879.395,-10.7443,1.0000
4880.859,-10.7448,1.0000
4882.324,-10.7452,1.0000
4883.789,-10.7457,1.0000
4885.254,-10.7462,1.0000
4886.719,-10.7466,1.0000
4888.184,-10.7470,1.0000
4889.648,-10.7474,1.0000
4891.113,-10.7478,1.0000
4892.578,-10.7483,1.0000
4894.043,-10.7487,1.0000
4895.508,-10.7491,1.0000
4896.973,-10.7496,1.0000
4898.438,-10.7500,1.0000
4899.902,-10.7504,1.0000
4901.367,-10.7509,1.0000
4902.832,-10.7513,1.0000
4904.297,-10.7517,1.0000
4905.762,-10.7521,1.0000
4907.227,-10.7525,1.0000
4908.691,-10.7529,1.0000
4910.156,-10.7534,1.0000
4911.621,-10.7538,1.0000
4913.086,-10.7543,1.0000
4914.551,-10.7547,1.0000
4916.016,-10.7551,1.0000
4917.480,-10.7554,1.0000
4918.945,-10.7558,1.0000
4920.410,-10.7562,1.0000
4921.875,-10.7566,1.0000
4923.340,-10.7571,1.0000
4924.805,-10.7575,1.0000
4926.270,-10.7579,1.0000
4927.734,-10.7583,1.0000
4929.199,-10.7587,1.0000
4930.664,-10.7591,1.0000
4932.129,-10.7595,1.0000
4933.594,-10.7598,1.0000
4935.059,-10.7602,1.0000
4936.523,-10.7606,1.0000
4937.988,-10.7610,1.0000
4939.453,-10.7614,1.0000
4940.918,-10.7617,1.0000
4942.383,-10.7621,1.0000
4943.848,-10.7625,1.0000
4945.312,-10.7629,1.0000
4946.777,-10.7633,1.0000
4948.242,-10.7637,1.0000
4949.707,-10.7640,1.0000
4951.172,-10.7644,1.0000
4952.637,-10.7648,1.0000
4954.102,-10.7651,1.0000
4955.566,-10.7655,1.0000
4957.031,-10.7658,1.0000
4958.496,-10.7661,1.0000
4959.961,-10.7663,1.0000
4961.426,-10.7666,1.0000
4962.891,-10.7670,1.0000
4964.355,-10.7673,1.0000
4965.820,-10.7675,1.0000
4967.285,-10.7677,1.0000
4968.750,-10.7680,1.0000
4970.215,-10.7683,1.0000
4971.680,-10.7687,1.0000
4973.145,-10.7689,1.0000
4974.609,-10.7692,1.0000
4976.074,-10.7696,1.0000
4977.539,-10.7698,1.0000
4979.004,-10.7701,1.0000
4980.469,-10.7705,1.0000
4981.934,-10.7708,1.0000
4983.398,-10.7711,1.0000
4984.863,-10.7714,1.0000
4986.328,-10.7717,1.0000
4987.793,-10.7720,1.0000
4989.258,-10.7723,1.0000
4990.723,-10.7727,1.0000
4992.188,-10.7730,1.0000
4993.652,-10.7733,1.0000
4995.117,-10.7736,1.0000
4996.582,-10.7740,1.0000
4998.047,-10.7743,1.0000
4999.512,-10.7746,1.0000
5000.977,-10.7749,1.0000
5002.441,-10.7752,1.0000
5003.906,-10.7755,1.0000
5005.371,-10.7759,1.0000
5006.836,-10.7762,1.0000
5008.301,-10.7766,1.0000
5009.766,-10.7770,1.0000
5011.230,-10.7772,1.0000
5012.695,-10.7775,1.0000
5014.160,-10.7778,1.0000
5015.625,-10.7782,1.0000
5017.090,-10.7785,1.0000
5018.555,-10.7787,1.0000
5020.020,-10.7790,1.0000
5021.484,-10.7793,1.0000
5022.949,-10.7795,1.0000
5024.414,-10.7798,1.0000
5025.879,-10.7801,1.0000
5027.344,-10.7803,1.0000
5028.809,-10.7804,1.0000
5030.273,-10.7805,1.0000
5031.738,-10.7806,1.0000
5033.203,-10.7807,1.0000
5034.668,-10.7808,1.0000
5036.133,-10.7809,1.0000
5037.598,-10.7809,1.0000
5039.062,-10.7808,1.0000
5040.527,-10.7807,1.0000
5041.992,-10.7807,1.0000
5043.457,-10.7807,1.0000
5044.922,-10.7805,0.9999
5046.387,-10.7805,0.9999
5047.852,-10.7803,0.9999
5049.316,-10.7801,0.9999
5050.781,-10.7801,0.9999
5052.246,-10.7800,0.9999
5053.711,-10.7797,0.9999
5055.176,-10.7795,0.9999
5056.641,-10.7793,0.9999
5058.105,-10.7789,0.9999
5059.570,-10.7785,0.9999
5061.035,-10.7782,0.9999
5062.500,-10.7779,0.9999
5063.965,-10.7775,0.9999
5065.430,-10.7771,0.9999
5066.895,-10.7768,0.9999
5068.359,-10.7762,0.9999
5069.824,-10.7757,0.9999
5071.289,-10.7753,0.9999
5072.754,-10.7748,0.9999
5074.219,-10.7743,0.9999
5075.684,-10.7737,0.9999
5077.148,-10.7730,0.9999
5078.613,-10.7724,0.9999
5080.078,-10.7718,0.9999
5081.543,-10.7711,0.9999
5083.008,-10.7704,0.9999
5084.473,-10.7698,0.9999
5085.938,-10.7691,0.9999
5087.402,-10.7683,0.9999
5088.867,-10.7676,0.9999
5090.332,-10.7667,0.9999
5091.797,-10.7660,0.9999
5093.262,-10.7652,0.9999
5094.727,-10.7644,0.9999
5096.191,-10.7635,0.9999
5097.656,-10.7627,0.9999
5099.121,-10.7618,0.9999
5100.586,-10.7610,0.9999
5102.051,-10.7600,0.9999
5103.516,-10.7592,0.9999
5104.980,-10.7582,0.9999
5106.445,-10.7573,0.9999
5107.910,-10.7565,0.9999
5109.375,-10.7556,0.9999
5110.840,-10.7545,0.9999
5112.305,-10.7536,0.9999
5113.770,-10.7528,0.9999
5115.234,-10.7519,0.9999
5116.699,-10.7510,0.9999
5118.164,-10.7501,0.9999
5119.629,-10.7493,0.9999
5121.094,-10.7482,0.9999
5122.559,-10.7473,0.9999
5124.023,-10.7465,0.9999
5125.488,-10.7456,0.9999
5126.953,-10.7447,0.9999
5128.418,-10.7437,0.9999
5129.883,-10.7430,0.9999
5131.348,-10.7421,0.9999
5132.812,-10.7413,0.9999
5134.277,-10.7405,0.9999
5135.742,-10.7398,0.9999
5137.207,-10.7390,0.9999
5138.672,-10.7384,0.9999
5140.137,-10.7376,0.9999
5141.602,-10.7367,0.9999
5143.066,-10.7360,0.9999
5144.531,-10.7353,0.9999
5145.996,-10.7347,0.9999
5147.461,-10.7341,0.9999
5148.926,-10.7333,0.9999
5150.391,-10.7327,0.9999
5151.855,-10.7321,0.9999
5153.320,-10.7316,0.9999
5154.785,-10.7310,0.9999
5156.250,-10.7305,0.9999
5157.715,-10.7300,0.9999
5159.180,-10.7295,0.9999
5160.645,-10.7290,0.9999
5162.109,-10.7285,0.9999
5163.574,-10.7282,0.9999
5165.039,-10.7277,0.9999
5166.504,-10.7274,0.9999
5167.969,-10.7270,0.9999
5169.434,-10.7267,0.9999
5170.898,-10.7264,0.9999
5172.363,-10.7260,0.9999
5173.828,-10.7257,0.9999
5175.293,-10.7255,0.9999
5176.758,-10.7253,0.9999
5178.223,-10.7250,0.9999
5179.688,-10.7247,1.0000
5181.152,-10.7246,1.0000
5182.617,-10.7244,1.0000
5184.082,-10.7243,1.0000
5185.547,-10.7242,1.0000
5187.012,-10.7240,1.0000
5188.477,-10.7239,1.0000
5189.941,-10.7239,1.0000
5191.406,-10.7238,1.0000
5192.871,-10.7238,1.0000
5194.336,-10.7238,1.0000
5195.801,-10.7237,1.0000
5197.266,-10.7237,1.0000
5198.730,-10.7236,1.0000
5200.195,-10.7237,1.0000
5201.660,-10.7238,1.0000
5203.125,-10.7239,1.0000
5204.590,-10.7240,1.0000
5206.055,-10.7240,1.0000
5207.520,-10.7241,1.0000
5208.984,-10.7243,1.0000
5210.449,-10.7244,1.0000
5211.914,-10.7244,1.0000
5213.379,-10.7245,1.0000
5214.844,-10.7248,1.0000
5216.309,-10.7250,1.0000
5217.773,-10.7251,1.0000
5219.238,-10.7253,1.0000
5220.703,-10.7256,1.0000
5222.168,-10.7258,1.0000
5223.633,-10.7259,1.0000
5225.098,-10.7261,1.0000
5226.562,-10.7263,1.0000
5228.027,-10.7265,1.0000
5229.492,-10.7268,1.0000
5230.957,-10.7271,1.0000
5232.422,-10.7274,1.0000
5233.887,-10.7276,1.0000
5235.352,-10.7278,1.0000
5236.816,-10.7281,1.0000
5238.281,-10.7284,1.0000
5239.746,-10.7287,1.0000
5241.211,-10.7291,1.0000
5242.676,-10.7293,1.0000
5244.141,-10.7296,1.0000
5245.605,-10.7299,1.0000
5247.070,-10.7302,1.0000
5248.535,-10.7305,1.0000
5250.000,-10.7308,1.0000
5251.465,-10.7311,1.0000
5252.930,-10.7314,1.0000
5254.395,-10.7318,1.0000
5255.859,-10.7322,1.0000
5257.324,-10.7325,1.0000
5258.789,-10.7329,1.0000
5260.254,-10.7332,1.0000
5261.719,-10.7335,1.0000
5263.184,-10.7338,1.0000
5264.648,-10.7342,1.0000
5266.113,-10.7346,1.0000
5267.578,-10.7349,1.0000
5269.043,-10.7352,1.0000
5270.508,-10.7356,1.0000
5271.973,-10.7360,1.0000
5273.438,-10.7364,1.0000
5274.902,-10.7367,1.0000
5276.367,-10.7371,1.0000
5277.832,-10.7375,1.0000
5279.297,-10.7378,1.0000
5280.762,-10.7381,1.0000
5282.227,-10.7385,1.0000
5283.691,-10.7389,1.0000
5285.156,-10.7393,1.0000
5286.621,-10.7396,1.0000
5288.086,-10.7400,1.0000
5289.551,-10.7404,1.0000
5291.016,-10.7407,1.0000
5292.480,-10.7412,1.0000
5293.945,-10.7416,1.0000
5295.410,-10.7420,1.0000
5296.875,-10.7424,1.0000
5298.340,-10.7428,1.0000
5299.805,-10.7432,1.0000
5301.270,-10.7436,1.0000
5302.734,-10.7440,1.0000
5304.199,-10.7443,1.0000
5305.664,-10.7447,1.0000
5307.129,-10.7450,1.0000
5308.594,-10.7453,1.0000
5310.059,-10.7457,1.0000
5311.523,-10.7461,1.0000
5312.988,-10.7464,1.0000
5314.453,-10.7468,1.0000
5315.918,-10.7471,1.0000
5317.383,-10.7475,1.0000
5318.848,-10.7479,1.0000
5320.312,-10.7482,1.0000
5321.777,-10.7486,1.0000
5323.242,-10.7490,1.0000
5324.707,-10.7494,1.0000
5326.172,-10.7499,1.0000
5327.637,-10.7503,1.0000
5329.102,-10.7507,1.0000
5330.566,-10.7511,1.0000
5332.031,-10.7516,1.0000
5333.496,-10.7520,1.0000
5334.961,-10.7524,1.0000
5336.426,-10.7528,1.0000
5337.891,-10.7532,1.0000
5339.355,-10.7537,1.0000
5340.820,-10.7542,1.0000
5342.285,-10.7547,1.0000
5343.750,-10.7552,1.0000
5345.215,-10.7557,1.0000
5346.680,-10.7561,1.0000
5348.145,-10.7566,1.0000
5349.609,-10.7572,1.0000
5351.074,-10.7576,1.0000
5352.539,-10.7580,1.0000
5354.004,-10.7586,1.0000
5355.469,-10.7591,1.0000
5356.934,-10.7597,1.0000
5358.398,-10.7602,1.0000
5359.863,-10.7607,1.0000
5361.328,-10.7612,1.0000
5362.793,-10.7617,1.0000
5364.258,-10.7623,1.0000
5365.723,-10.7628,1.0000
5367.188,-10.7633,1.0000
5368.652,-10.7639,1.0000
5370.117,-10.7644,1.0000
5371.582,-10.7650,1.0000
5373.047,-10.7655,1.0000
5374.512,-10.7660,1.0000
5375.977,-10.7665,1.0000
5377.441,-10.7670,1.0000
5378.906,-10.7676,1.0000
5380.371,-10.7681,1.0000
5381.836,-10.7685,1.0000
5383.301,-10.7690,1.0000
5384.766,-10.7695,1.0000
5386.230,-10.7699,1.0000
5387.695,-10.7704,1.0000
5389.160,-10.7708,1.0000
5390.625,-10.7712,1.0000
5392.090,-10.7716,1.0000
5393.555,-10.7721,1.0000
5395.020,-10.7725,1.0000
5396.484,-10.7730,1.0000
5397.949,-10.7734,1.0000
5399.414,-10.7738,1.0000
5400.879,-10.7743,1.0000
5402.344,-10.7747,1.0000
5403.809,-10.7751,1.0000
5405.273,-10.7756,1.0000
5406.738,-10.7759,1.0000
5408.203,-10.7763,1.0000
5409.668,-10.7766,1.0000
5411.133,-10.7769,1.0000
5412.598,-10.7773,1.0000
5414.062,-10.7777,1.0000
5415.527,-10.7781,1.0000
5416.992,-10.7784,1.0000
5418.457,-10.7787,1.0000
5419.922,-10.7791,1.0000
5421.387,-10.7795,1.0000
5422.852,-10.7798,1.0000
5424.316,-10.7800,1.0000
5425.781,-10.7804,1.0000
5427.246,-10.7807,1.0000
5428.711,-10.7809,1.0000
5430.176,-10.7811,1.0000
5431.641,-10.7813,1.0000
5433.105,-10.7816,1.0000
5434.570,-10.7819,1.0000
5436.035,-10.7821,1.0000
5437.500,-10.7824,1.0000
5438.965,-10.7825,1.0000
5440.430,-10.7827,1.0000
5441.895,-10.7829,1.0000
5443.359,-10.7831,1.0000
5444.824,-10.7833,1.0000
5446.289,-10.7834,1.0000
5447.754,-10.7835,1.0000
5449.219,-10.7837,1.0000
5450.684,-10.7837,1.0000
5452.148,-10.7839,1.0000
5453.613,-10.7839,1.0000
5455.078,-10.7839,1.0000
5456.543,-10.7839,1.0000
5458.008,-10.7840,1.0000
5459.473,-10.7840,1.0000
5460.938,-10.7840,1.0000
5462.402,-10.7840,1.0000
5463.867,-10.7840,1.0000
5465.332,-10.7839,1.0000
5466.797,-10.7839,1.0000
5468.262,-10.7837,1.0000
5469.727,-10.7837,1.0000
5471.191,-10.7835,1.0000
5472.656,-10.7833,1.0000
5474.121,-10.7833,1.0000
5475.586,-10.7832,0.9999
5477.051,-10.7830,0.9999
5478.516,-10.7827,0.9999
5479.980,-10.7825,0.9999
5481.445,-10.7823,0.9999
5482.910,-10.7821,0.9999
5484.375,-10.7817,0.9999
5485.840,-10.7815,0.9999
5487.305,-10.7812,0.9999
5488.770,-10.7808,0.9999
5490.234,-10.7804,0.9999
5491.699,-10.7800,0.9999
5493.164,-10.7796,0.9999
5494.629,-10.7792,0.9999
5496.094,-10.7789,0.9999
5497.559,-10.7784,0.9999
5499.023,-10.7778,0.9999
5500.488,-10.7775,0.9999
5501.953,-10.7768,0.9999
5503.418,-10.7763,0.9999
5504.883,-10.7758,0.9999
5506.348,-10.7752,0.9999
5507.812,-10.7746,0.9999
5509.277,-10.7741,0.9999
5510.742,-10.7734,0.9999
5512.207,-10.7726,0.9999
5513.672,-10.7720,0.9999
5515.137,-10.7715,0.9999
5516.602,-10.7706,0.9999
5518.066,-10.7700,0.9999
5519.531,-10.7693,0.9999
5520.996,-10.7685,0.9999
5522.461,-10.7678,0.9999
5523.926,-10.7671,0.9999
5525.391,-10.7662,0.9999
5526.855,-10.7654,0.9999
5528.320,-10.7646,0.9999
5529.785,-10.7638,0.9999
5531.250,-10.7629,0.9999
5532.715,-10.7622,0.9999
5534.180,-10.7613,0.9999
5535.645,-10.7604,0.9999
5537.109,-10.7596,0.9999
5538.574,-10.7587,0.9999
5540.039,-10.7578,0.9999
5541.504,-10.7570,0.9999
5542.969,-10.7561,0.9999
5544.434,-10.7551,0.9999
5545.898,-10.7543,0.9999
5547.363,-10.7534,0.9999
5548.828,-10.7525,0.9999
5550.293,-10.7516,0.9999
5551.758,-10.7507,0.9999
5553.223,-10.7499,0.9999
5554.688,-10.7489,0.9999
5556.152,-10.7481,0.9999
5557.617,-10.7472,0.9999
5559.082,-10.7463,0.9999
5560.547,-10.7455,0.9999
5562.012,-10.7446,0.9999
5563.477,-10.7439,0.9999
5564.941,-10.7430,0.9999
5566.406,-10.7422,0.9999
5567.871,-10.7414,0.9999
5569.336,-10.7406,0.9999
5570.801,-10.7398,0.9999
5572.266,-10.7389,0.9999
5573.730,-10.7383,0.9999
5575.195,-10.7375,0.9999
5576.660,-10.7369,0.9999
5578.125,-10.7361,0.9999
5579.590,-10.7354,0.9999
5581.055,-10.7348,0.9999
5582.520,-10.7341,0.9999
5583.984,-10.7333,0.9999
5585.449,-10.7328,0.9999
5586.914,-10.7323,0.9999
5588.379,-10.7315,0.9999
5589.844,-10.7310,0.9999
5591.309,-10.7305,0.9999
5592.773,-10.7299,0.9999
5594.238,-10.7295,0.9999
5595.703,-10.7289,0.9999
5597.168,-10.7283,0.9999
5598.633,-10.7278,0.9999
5600.098,-10.7275,0.9999
5601.562,-10.7271,0.9999
5603.027,-10.7266,0.9999
5604.492,-10.7263,0.9999
5605.957,-10.7259,0.9999
5607.422,-10.7255,0.9999
5608.887,-10.7253,0.9999
5610.352,-10.7249,0.9999
5611.816,-10.7246,0.9999
5613.281,-10.7242,0.9999
5614.746,-10.7240,0.9999
5616.211,-10.7238,0.9999
5617.676,-10.7235,0.9999
5619.141,-10.7234,0.9999
5620.605,-10.7231,1.0000
5622.070,-10.7229,1.0000
5623.535,-10.7228,1.0000
5625.000,-10.7227,1.0000
5626.465,-10.7226,1.0000
5627.930,-10.7224,1.0000
5629.395,-10.7224,1.0000
5630.859,-10.7223,1.0000
5632.324,-10.7223,1.0000
5633.789,-10.7221,1.0000
5635.254,-10.7221,1.0000
5636.719,-10.7220,1.0000
5638.184,-10.7220,1.0000
5639.648,-10.7221,1.0000
5641.113,-10.7221,1.0000
5642.578,-10.7223,1.0000
5644.043,-10.7223,1.0000
5645.508,-10.7223,1.0000
5646.973,-10.7223,1.0000
5648.438,-10.7225,1.0000
5649.902,-10.7225,1.0000
5651.367,-10.7226,1.0000
5652.832,-10.7227,1.0000
5654.297,-10.7228,1.0000
5655.762,-10.7230,1.0000
5657.227,-10.7231,1.0000
5658.691,-10.7233,1.0000
5660.156,-10.7233,1.0000
5661.621,-10.7234,1.0000
5663.086,-10.7237,1.0000
5664.551,-10.7238,1.0000
5666.016,-10.7241,1.0000
5667.480,-10.7243,1.0000
5668.945,-10.7245,1.0000
5670.410,-10.7247,1.0000
5671.875,-10.7250,1.0000
5673.340,-10.7252,1.0000
5674.805,-10.7254,1.0000
5676.270,-10.7256,1.0000
5677.734,-10.7258,1.0000
5679.199,-10.7261,1.0000
5680.664,-10.7263,1.0000
5682.129,-10.7266,1.0000
5683.594,-10.7268,1.0000
5685.059,-10.7270,1.0000
5686.523,-10.7273,1.0000
5687.988,-10.7276,1.0000
5689.453,-10.7279,1.0000
5690.918,-10.7283,1.0000
5692.383,-10.7285,1.0000
5693.848,-10.7288,1.0000
5695.312,-10.7291,1.0000
5696.777,-10.7295,1.0000
5698.242,-10.7298,1.0000
5699.707,-10.7302,1.0000
5701.172,-10.7305,1.0000
5702.637,-10.7307,1.0000
5704.102,-10.7312,1.0000
5705.566,-10.7315,1.0000
5707.031,-10.7319,1.0000
5708.496,-10.7323,1.0000
5709.961,-10.7327,1.0000
5711.426,-10.7331,1.0000
5712.891,-10.7335,1.0000
5714.355,-10.7339,1.0000
5715.820,-10.7342,1.0000
5717.285,-10.7346,1.0000
5718.750,-10.7350,1.0000
5720.215,-10.7355,1.0000
5721.680,-10.7358,1.0000
5723.145,-10.7362,1.0000
5724.609,-10.7366,1.0000
5726.074,-10.7370,1.0000
5727.539,-10.7374,1.0000
5729.004,-10.7378,1.0000
5730.469,-10.7383,1.0000
5731.934,-10.7387,1.0000
5733.398,-10.7392,1.0000
5734.863,-10.7396,1.0000
5736.328,-10.7401,1.0000
5737.793,-10.7405,1.0000
5739.258,-10.7409,1.0000
5740.723,-10.7414,1.0000
5742.188,-10.7418,1.0000
5743.652,-10.7423,1.0000
5745.117,-10.7427,1.0000
5746.582,-10.7432,1.0000
5748.047,-10.7437,1.0000
5749.512,-10.7441,1.0000
5750.977,-10.7445,1.0000
5752.441,-10.7449,1.0000
5753.906,-10.7454,1.0000
5755.371,-10.7459,1.0000
5756.836,-10.7463,1.0000
5758.301,-10.7467,1.0000
5759.766,-10.7472,1.0000
5761.230,-10.7476,1.0000
5762.695,-10.7480,1.0000
5764.160,-10.7484,1.0000
5765.625,-10.7488,1.0000
5767.090,-10.7493,1.0000
5768.555,-10.7497,1.0000
5770.020,-10.7501,1.0000
5771.484,-10.7505,1.0000
5772.949,-10.7510,1.0000
5774.414,-10.7514,1.0000
5775.879,-10.7518,1.0000
5777.344,-10.7523,1.0000
5778.809,-10.7527,1.0000
5780.273,-10.7532,1.0000
5781.738,-10.7536,1.0000
5783.203,-10.7540,1.0000
5784.668,-10.7543,1.0000
5786.133,-10.7547,1.0000
5787.598,-10.7551,1.0000
5789.062,-10.7556,1.0000
5790.527,-10.7560,1.0000
5791.992,-10.7565,1.0000
5793.457,-10.7569,1.0000
5794.922,-10.7573,1.0000
5796.387,-10.7576,1.0000
5797.852,-10.7580,1.0000
5799.316,-10.7584,1.0000
5800.781,-10.7588,1.0000
5802.246,-10.7593,1.0000
5803.711,-10.7597,1.0000
5805.176,-10.7601,1.0000
5806.641,-10.7605,1.0000
5808.105,-10.7608,1.0000
5809.570,-10.7612,1.0000
5811.035,-10.7616,1.0000
5812.500,-10.7620,1.0000
5813.965,-10.7624,1.0000
5815.430,-10.7628,1.0000
5816.895,-10.7632,1.0000
5818.359,-10.7636,1.0000
5819.824,-10.7640,1.0000
5821.289,-10.7643,1.0000
5822.754,-10.7647,1.0000
5824.219,-10.7650,1.0000
5825.684,-10.7655,1.0000
5827.148,-10.7658,1.0000
5828.613,-10.7661,1.0000
5830.078,-10.7665,1.0000
5831.543,-10.7670,1.0000
5833.008,-10.7673,1.0000
5834.473,-10.7677,1.0000
5835.938,-10.7681,1.0000
5837.402,-10.7685,1.0000
5838.867,-10.7689,1.0000
5840.332,-10.7691,1.0000
5841.797,-10.7694,1.0000
5843.262,-10.7698,1.0000
5844.727,-10.7701,1.0000
5846.191,-10.7704,1.0000
5847.656,-10.7708,1.0000
5849.121,-10.7712,1.0000
5850.586,-10.7715,1.0000
5852.051,-10.7718,1.0000
5853.516,-10.7721,1.0000
5854.980,-10.7724,1.0000
5856.445,-10.7728,1.0000
5857.910,-10.7731,1.0000
5859.375,-10.7735,1.0000
5860.840,-10.7737,1.0000
5862.305,-10.7741,1.0000
5863.770,-10.7744,1.0000
5865.234,-10.7746,1.0000
5866.699,-10.7750,1.0000
5868.164,-10.7753,1.0000
5869.629,-10.7755,1.0000
5871.094,-10.7759,1.0000
5872.559,-10.7761,1.0000
5874.023,-10.7764,1.0000
5875.488,-10.7768,1.0000
5876.953,-10.7769,1.0000
5878.418,-10.7772,1.0000
5879.883,-10.7774,1.0000
5881.348,-10.7777,1.0000
5882.812,-10.7779,1.0000
5884.277,-10.7781,1.0000
5885.742,-10.7784,1.0000
5887.207,-10.7786,1.0000
5888.672,-10.7789,1.0000
5890.137,-10.7790,1.0000
5891.602,-10.7792,1.0000
5893.066,-10.7794,1.0000
5894.531,-10.7797,1.0000
5895.996,-10.7798,1.0000
5897.461,-10.7800,1.0000
5898.926,-10.7802,1.0000
5900.391,-10.7804,1.0000
5901.855,-10.7805,1.0000
5903.320,-10.7806,1.0000
5904.785,-10.7807,1.0000
5906.250,-10.7808,1.0000
5907.715,-10.7810,1.0000
5909.180,-10.7811,1.0000
5910.645,-10.7812,1.0000
5912.109,-10.7813,1.0000
5913.574,-10.7814,1.0000
5915.039,-10.7815,1.0000
5916.504,-10.7815,1.0000
5917.969,-10.7815,1.0000
5919.434,-10.7816,1.0000
5920.898,-10.7817,1.0000
5922.363,-10.7818,1.0000
5923.828,-10.7818,1.0000
5925.293,-10.7817,1.0000
5926.758,-10.7816,1.0000
5928.223,-10.7817,1.0000
5929.688,-10.7817,1.0000
5931.152,-10.7816,1.0000
5932.617,-10.7815,1.0000
5934.082,-10.7814,1.0000
5935.547,-10.7814,1.0000
5937.012,-10.7812,1.0000
5938.477,-10.7811,1.0000
5939.941,-10.7811,1.0000
5941.406,-10.7809,1.0000
5942.871,-10.7805,0.9999
5944.336,-10.7803,0.9999
5945.801,-10.7803,0.9999
5947.266,-10.7800,0.9999
5948.730,-10.7799,0.9999
5950.195,-10.7797,0.9999
5951.660,-10.7794,0.9999
5953.125,-10.7792,0.9999
5954.590,-10.7789,0.9999
5956.055,-10.7786,0.9999
5957.520,-10.7783,0.9999
5958.984,-10.7779,0.9999
5960.449,-10.7777,0.9999
5961.914,-10.7773,0.9999
5963.379,-10.7769,0.9999
5964.844,-10.7765,0.9999
5966.309,-10.7761,0.9999
5967.773,-10.7755,0.9999
5969.238,-10.7752,0.9999
5970.703,-10.7748,0.9999
5972.168,-10.7742,0.9999
5973.633,-10.7738,0.9999
5975.098,-10.7733,0.9999
5976.562,-10.7727,0.9999
5978.027,-10.7721,0.9999
5979.492,-10.7716,0.9999
5980.957,-10.7710,0.9999
5982.422,-10.7705,0.9999
5983.887,-10.7698,0.9999
5985.352,-10.7694,0.9999
5986.816,-10.7688,0.9999
5988.281,-10.7681,0.9999
5989.746,-10.7674,0.9999
5991.211,-10.7668,0.9999
5992.676,-10.7662,0.9999
5994.141,-10.7655,0.9999
5995.605,-10.7647,0.9999
5997.070,-10.7641,0.9999
5998.535,-10.7634,0.9999
6000.000,-10.7627,0.9999
6001.465,-10.7619,0.9999
6002.930,-10.7612,0.9999
6004.395,-10.7605,0.9999
6005.859,-10.7598,0.9999
6007.324,-10.7589,0.9999
6008.789,-10.7581,0.9999
6010.254,-10.7574,0.9999
6011.719,-10.7567,0.9999
6013.184,-10.7559,0.9999
6014.648,-10.7552,0.9999
6016.113,-10.7545,0.9999
6017.578,-10.7536,0.9999
6019.043,-10.7527,0.9999
6020.508,-10.7521,0.9999
6021.973,-10.7512,0.9999
6023.438,-10.7504,0.9999
6024.902,-10.7498,0.9999
6026.367,-10.7489,0.9999
6027.832,-10.7482,0.9999
6029.297,-10.7475,0.9999
6030.762,-10.7465,0.9999
6032.227,-10.7457,0.9999
